# area,perimeter,comp,mean_x,mean_y,var_x,var_y,assym_x,assym_y,conj_x,conj_y,conj_xy,conj_xy2,target
2.789940218511647307e-01,7.628205128205127750e-01,2.986635830802909439e-02,5.832446174864212018e-01,5.296846102520700317e-01,8.887967169082058860e-02,6.127463922434329968e-02,-2.170907873834145019e-01,-1.332058479192476663e-01,9.507906014482044865e-01,9.767991724545589394e-01,9.408896113491945767e-01,9.485739618737992762e-01,1.200000000000000000e+01
3.831001998287182353e-01,8.734177215189873333e-01,3.131928399729282109e-02,4.661036229112538454e-01,4.114781140329791809e-01,1.198471690231675685e-01,5.941755583575977079e-02,1.106757935478898114e-01,5.117039805870354785e-01,9.448584202682562827e-01,9.774590163934425702e-01,9.416915052160953481e-01,9.387108792846498018e-01,1.200000000000000000e+01
2.952349582784365434e-01,6.554770318021201359e-01,3.907266003589046632e-02,6.392654698716432327e-01,4.846849887625915287e-01,8.327447613336150245e-02,5.367678672456928368e-02,-6.833568289786516869e-01,4.346212174526771499e-02,9.501673484566753869e-01,9.775009297136482145e-01,9.365935291930085338e-01,9.529564894012644283e-01,1.200000000000000000e+01
3.499853286384976281e-01,1.029940119760478945e+00,2.015870064899945996e-02,4.872933893446615428e-01,5.051804958778732813e-01,8.295338993870716993e-02,5.676354740079482541e-02,-1.105616413984091828e-01,6.650566105020735974e-02,9.419408928945713910e-01,9.844896248166002950e-01,9.397400964158457715e-01,9.419408928945713910e-01,1.200000000000000000e+01
2.621813302664366407e-01,6.965317919075144637e-01,2.943733751140648405e-02,6.085829944581224726e-01,4.461172312737024526e-01,8.759076707131913109e-02,5.539896045925482571e-02,-5.977223862497597073e-01,4.422040029845530906e-01,9.497002485743529787e-01,9.766047667787688402e-01,9.403421552858605148e-01,9.473607252522298072e-01,1.200000000000000000e+01
3.475459350616662557e-01,8.563829787234042978e-01,2.959419432549327197e-02,4.960807656198458759e-01,4.631827626163743106e-01,1.192134541327741215e-01,5.733104059239468864e-02,-8.066550912122428391e-03,3.610657738656020688e-01,9.495944380069525348e-01,9.788528389339513636e-01,9.503186558516801830e-01,9.411935110081112166e-01,1.200000000000000000e+01
3.156281920326864388e-01,8.387096774193548709e-01,2.742603550295857895e-02,5.461236556503547002e-01,4.185347805534344601e-01,1.091754985864057947e-01,5.391570198922299162e-02,-3.263602529645167061e-01,4.843901283627690679e-01,9.463322545846817313e-01,9.781553398058252524e-01,9.386461704422869312e-01,9.471413160733549441e-01,1.200000000000000000e+01
3.364284897352318726e-01,8.407372400756143449e-01,2.974241044020852973e-02,5.465226618604009934e-01,4.552816960031458859e-01,9.225072432162037539e-02,5.650403515841195823e-02,-1.975155907790511478e-01,2.796363439246423721e-01,9.867842345692128259e-01,9.942845001593541010e-01,9.843620524806119265e-01,9.872516732178902021e-01,1.200000000000000000e+01
3.383534136546184623e-01,8.892617449664429463e-01,2.639373442506229989e-02,5.647045720218096809e-01,5.112413506196352708e-01,7.633269691834218551e-02,4.857190927323608992e-02,-1.374099845758747218e-01,-1.423922226710472305e-01,9.463177771783113368e-01,9.812516859994604435e-01,9.360669004585918662e-01,9.533315349339088751e-01,1.200000000000000000e+01
3.198049042419903176e-01,8.762541806020066604e-01,2.602922323873900143e-02,4.964443595687473842e-01,4.334704414485955892e-01,1.298493521099309267e-01,5.797729686177812564e-02,-4.975496193863623157e-02,4.441377822396662678e-01,9.451518119490694980e-01,9.777529033160766714e-01,9.410941653840771970e-01,9.426332727018329471e-01,1.200000000000000000e+01
3.547008547008547175e-01,9.539682539682540208e-01,2.435762913170229360e-02,4.199672419722431105e-01,4.849093776315657744e-01,9.622754512824030493e-02,5.706130866701635690e-02,1.120392381206832405e-01,5.687325325539525217e-02,9.483973630370539087e-01,9.822686974312343500e-01,9.572630143214366782e-01,9.352125483064333000e-01,1.200000000000000000e+01
3.060024752475247745e-01,9.263005780346821316e-01,2.166320662186861992e-02,4.938451047947172157e-01,4.894299338932882049e-01,1.257236393699634469e-01,5.510839917488741246e-02,-3.215209511595088637e-02,3.154224622668670985e-01,9.427030670711156191e-01,9.832603078305808264e-01,9.405684754521963509e-01,9.413549039433771748e-01,1.200000000000000000e+01
2.958116193784983694e-01,8.897515527950310421e-01,2.333939432703172751e-02,5.095275419731342126e-01,4.318349882750247559e-01,1.169819641186286424e-01,6.179439935076080914e-02,-8.321118641516436765e-02,4.806361515826079733e-01,9.451911783896645991e-01,9.770324938013832394e-01,9.314889729870807766e-01,9.508025577450084365e-01,1.200000000000000000e+01
3.506552602839461130e-01,9.530201342281878762e-01,2.388538980361039343e-02,4.721751997861716732e-01,4.372899166313230501e-01,1.089068580435881978e-01,5.876202176312566444e-02,-4.750251932480873372e-03,3.276200536433667154e-01,9.432909421230210034e-01,9.815728004152608488e-01,9.461458603685439783e-01,9.361536465092136217e-01,1.200000000000000000e+01
2.642952497496940945e-01,8.657894736842105532e-01,2.194870705185650653e-02,4.094011707716190829e-01,4.563056168817976044e-01,8.502062249613787093e-02,4.749082576320011462e-02,2.141226183418840634e-01,2.451735866742197067e-01,9.482268757234557643e-01,9.809533831421656247e-01,9.534883720930232842e-01,9.377038829843207246e-01,1.200000000000000000e+01
3.016725921137685673e-01,8.459119496855346254e-01,2.579773634969113189e-02,4.721135742364442334e-01,4.683177409171784267e-01,9.525207963769720398e-02,5.215554701942529126e-02,1.337844438518479562e-01,1.669071370631367845e-01,9.471005758671487973e-01,9.797776884960492927e-01,9.483058792018213001e-01,9.396009106736306071e-01,1.200000000000000000e+01
2.435294117647058831e-01,1.011655011655011593e+00,1.483626749346981209e-02,4.398143762783338073e-01,4.556684757758294735e-01,9.547267866207322096e-02,6.213641219308285030e-02,9.744225886200728881e-02,2.094077867829044481e-01,9.422973698336016835e-01,9.788870996600465002e-01,9.461442118446948824e-01,9.336196099481123278e-01,1.200000000000000000e+01
3.290115248226950229e-01,7.307692307692307265e-01,3.398502781529726818e-02,5.896856166199665461e-01,4.730487608061075822e-01,7.128516046164258546e-02,5.077715632276223745e-02,-5.005343420283447919e-01,2.176339107493325542e-01,9.494779386998989379e-01,9.777702930279555948e-01,9.405523745368811195e-01,9.511620074099023103e-01,1.200000000000000000e+01
3.204902867715078707e-01,7.904290429042903909e-01,3.019948483488129817e-02,4.940960173687150014e-01,4.307566410676066937e-01,1.433887173966437167e-01,7.584202864686336032e-02,-4.252469197130296502e-03,3.788944297524776128e-01,9.463125992206667947e-01,9.816712368307115577e-01,9.349112426035502965e-01,9.415500072160485345e-01,1.200000000000000000e+01
3.291895382628349798e-01,8.666666666666666963e-01,2.735847790792845721e-02,5.747193529848927396e-01,5.702606734467360328e-01,6.434767493744200650e-02,6.105191246687727974e-02,-5.215048083589839401e-01,-2.655163458197887794e-01,9.565963707699852714e-01,9.746199117214320307e-01,9.432319764590485489e-01,9.590485532123590451e-01,1.200000000000000000e+01
3.662228796844181344e-01,8.601398601398601018e-01,3.068196840504990378e-02,5.994897342682451447e-01,4.850762809292498146e-01,7.737280635850739274e-02,6.067107090591614821e-02,-3.317755695645939751e-01,-9.078423475561793465e-03,9.468156725461155387e-01,9.783223374175306075e-01,9.291773259728018930e-01,9.569139625690049611e-01,1.200000000000000000e+01
2.742870258793825844e-01,9.155672823218997669e-01,1.984901460854255131e-02,5.038556352104042180e-01,4.626083719702966945e-01,1.237819951445867928e-01,5.907262966247203012e-02,5.507029099764045857e-04,3.842439717475889527e-01,9.421548117154812108e-01,9.823221757322175840e-01,9.403765690376568731e-01,9.403765690376568731e-01,1.200000000000000000e+01
3.395372928176795813e-01,1.046920821114369460e+00,1.928810739982267375e-02,4.621618529441676171e-01,4.959907808467708956e-01,8.751789739001721025e-02,6.071306337719131752e-02,3.767773339321254383e-02,2.201633579871379361e-03,9.427438218244685864e-01,9.830163734363877026e-01,9.426421234618123091e-01,9.376589036916506137e-01,1.200000000000000000e+01
3.161680749029458504e-01,7.621722846441947308e-01,3.343213662623981813e-02,4.638796528063162117e-01,4.366460266096494069e-01,1.229492322017619460e-01,8.121093022589583044e-02,6.706300787913482830e-02,3.006517783540861299e-01,9.470928132899963936e-01,9.772481040086673509e-01,9.389671361502347491e-01,9.364391477067532943e-01,1.200000000000000000e+01
3.407897500525099987e-01,8.478260869565217295e-01,2.963145591350719449e-02,5.160168374980460548e-01,4.461010249882763068e-01,1.360721202955874343e-01,6.077221220194115037e-02,-8.860225704374372069e-02,4.689847172268181152e-01,9.488443759630200702e-01,9.770416024653312270e-01,9.423728813559322237e-01,9.432973805855161542e-01,1.200000000000000000e+01
3.072650663942798621e-01,6.377358490566037430e-01,4.212912713140296028e-02,6.234822823019117166e-01,4.946286572351397126e-01,6.862454986476694552e-02,5.185866857394431928e-02,-7.178686459203800219e-01,8.113327491256300261e-02,9.497195096613338938e-01,9.744442135881986600e-01,9.362144192811135968e-01,9.497195096613338938e-01,1.200000000000000000e+01
2.973674453096032400e-01,8.821752265861027009e-01,2.351519984987802611e-02,4.869928626709089658e-01,3.986518917759365177e-01,1.211036785913351260e-01,7.321080589049121234e-02,9.852326523374302369e-02,5.156941242153031402e-01,9.460099750623441883e-01,9.795511221945136793e-01,9.461346633416458651e-01,9.366583541147132097e-01,1.200000000000000000e+01
2.654706712356380005e-01,7.116564417177914104e-01,3.058579815695600460e-02,4.843276417101225473e-01,4.942926458877344720e-01,9.555634674335580780e-02,5.519129355966793243e-02,-2.749672843198852079e-01,2.344027107426408796e-01,9.491268033409263616e-01,9.785876993166287008e-01,9.333333333333333481e-01,9.473044798785117404e-01,1.200000000000000000e+01
3.850045076630271290e-01,9.611307420494699105e-01,2.597521085640138241e-02,4.961002195992847419e-01,4.490427925469916426e-01,1.149326226464443962e-01,6.182412104299917638e-02,-4.443831419670779548e-02,2.316689264953310512e-01,9.444516716534409051e-01,9.811369845193183004e-01,9.464030180824769545e-01,9.336542214127747652e-01,1.200000000000000000e+01
2.128581810631229310e-01,6.565656565656565746e-01,3.032914201183431815e-02,4.995285853641541762e-01,5.652331111066999370e-01,4.458299361082127682e-02,7.522757932608195586e-02,-7.385898774823460022e-02,-1.769407144711920010e-01,9.611023045970004119e-01,9.696378490427997043e-01,9.380563345933422559e-01,9.507377149128155569e-01,1.200000000000000000e+01
4.683650615901455705e-01,7.620192307692307265e-01,4.994576520813223675e-02,4.929862268062214503e-01,4.465924224787911068e-01,1.134315538911206678e-01,5.522508959729860445e-02,-1.101957711567806142e-01,3.336821310636875482e-01,9.497907949790794779e-01,9.790794979079497917e-01,9.378362223550508192e-01,9.473998804542738128e-01,1.200000000000000000e+01
2.606016672707502924e-01,8.914835164835165360e-01,2.048428185118269032e-02,4.818639860813760389e-01,4.222953773909401964e-01,1.215889824246768058e-01,5.644897965089751279e-02,1.303148013301001946e-02,4.145555230448803030e-01,9.440194714881779969e-01,9.789058878071394965e-01,9.399629114510894556e-01,9.401947148817803024e-01,1.200000000000000000e+01
2.611766209695459140e-01,8.149717514124293904e-01,2.454877766731044728e-02,5.448914304195171532e-01,4.146406366691872680e-01,1.126731837797525226e-01,6.238475936769324881e-02,-5.238013984264645873e-02,4.880934314786144479e-01,9.437171173375749067e-01,9.787103878624739961e-01,9.360088094946775739e-01,9.468983237489293492e-01,1.200000000000000000e+01
2.853464419475655323e-01,8.439306358381503115e-01,2.501935166072433853e-02,4.414118616817458429e-01,4.318876853448516129e-01,1.236943438312058940e-01,5.212662181549403140e-02,1.525035719044684213e-01,3.261569461713194062e-01,9.506621352396578128e-01,9.786710418375718090e-01,9.395288878471815819e-01,9.524200164068908903e-01,1.200000000000000000e+01
3.034161490683229823e-01,9.074074074074074403e-01,2.260632144014068298e-02,5.044204196519959105e-01,4.508797450046727051e-01,8.921694888180746463e-02,5.152921222172655163e-02,-9.725289829786470247e-03,2.754537739727225820e-01,9.448567041965200142e-01,9.786335721596725046e-01,9.291197543500512301e-01,9.538126919140225146e-01,1.200000000000000000e+01
3.204636290967226020e-01,9.075235109717868509e-01,2.391712230902544659e-02,5.125742259771629561e-01,3.954934730190405312e-01,1.269524953539896139e-01,6.087467595569247963e-02,-1.258275740855249736e-01,5.211632720993616408e-01,9.433774008480917406e-01,9.805437765028685027e-01,9.368919930157146858e-01,9.446245946620104306e-01,1.200000000000000000e+01
3.268644747393745220e-01,9.447949526813880228e-01,2.272011504984657385e-02,5.005431288281276814e-01,4.241718396969212379e-01,1.274928407821976084e-01,5.721025748460117216e-02,-2.856135290427215881e-02,3.565949350237514470e-01,9.443081452404318288e-01,9.807409224730128106e-01,9.413640824337585755e-01,9.405053974484789414e-01,1.200000000000000000e+01
3.135166478469191831e-01,1.023097826086956541e+00,1.811787819946420602e-02,4.603441260949354685e-01,4.274201710521310926e-01,6.877927340085816799e-02,5.291025997999068003e-02,1.654594279777568955e-01,1.922333379112559082e-01,9.477270514942081059e-01,9.780979266037185260e-01,9.420811836853888455e-01,9.462669132677893336e-01,1.200000000000000000e+01
3.444989106753812425e-01,9.937694704049844230e-01,2.175440492919684249e-02,5.696485708908068935e-01,5.303558050361119047e-01,6.217490911555970112e-02,6.611350653055612925e-02,-5.432154917004677896e-01,-2.264559837194251579e-01,9.534726143421795586e-01,9.716544325239977464e-01,9.363071710897797884e-01,9.559570863918690486e-01,1.200000000000000000e+01
3.479383863999248594e-01,9.067796610169491789e-01,2.588523015110490155e-02,5.036999188031716645e-01,4.311452327690374897e-01,1.095523457400296996e-01,5.983564977278239827e-02,2.024514450729182537e-03,3.958579550501644673e-01,9.452017816169523412e-01,9.804292077203401456e-01,9.456066945606694807e-01,9.373734647050884217e-01,1.200000000000000000e+01
3.555384615384615254e-01,9.000000000000000222e-01,2.729355631141345412e-02,5.111007555836634131e-01,4.382297225828165055e-01,1.208566763899104335e-01,6.339592055958616357e-02,-5.138816774831747591e-02,4.037596365753118310e-01,9.447569594692052375e-01,9.805279099956728528e-01,9.414394922832828305e-01,9.410067791720755359e-01,1.200000000000000000e+01
5.156234206916467944e-01,8.781793842034806286e-01,4.149025412700773491e-02,4.955824899249949844e-01,4.345577023370514325e-01,1.042212313175542304e-01,6.242467162107610823e-02,3.027000465196243162e-02,3.972551363656480761e-01,9.874263151262269167e-01,9.941472157269074517e-01,9.865301950461361491e-01,9.854520505747770276e-01,1.200000000000000000e+01
2.957387495021903678e-01,8.517350157728706961e-01,2.546639231824417149e-02,4.970391736097234947e-01,4.048213982902914010e-01,1.261466544722642524e-01,6.445414446956830579e-02,6.933569798553720909e-02,5.529158112242302803e-01,9.474818206302181300e-01,9.772421222730944823e-01,9.447885806625370142e-01,9.403447347158632175e-01,1.200000000000000000e+01
3.101213458356315567e-01,8.491525423728814026e-01,2.688037099453786938e-02,5.073960813019441352e-01,4.192413845593035981e-01,1.305094341952525716e-01,5.901288103655084882e-02,-7.002516836915705090e-02,5.154899480951894430e-01,9.454572402549281662e-01,9.767303986957166506e-01,9.393804653920261316e-01,9.432340299392322214e-01,1.200000000000000000e+01
3.314903846153846034e-01,1.017543859649122862e+00,1.992708746201611938e-02,5.214811087596750161e-01,5.318100590490002499e-01,7.003200042640846112e-02,7.307726341482091714e-02,-2.119039260251217582e-01,-1.613770179541876015e-01,9.491349839428157020e-01,9.760696156635243481e-01,9.384647259919196571e-01,9.474774681446183067e-01,1.200000000000000000e+01
4.871700542628529251e-01,7.757009345794392274e-01,4.805668456960371371e-02,5.005834173014505062e-01,4.165731142645916485e-01,1.028791875893828589e-01,5.527451106004623721e-02,-1.847883450401003047e-01,4.271584930817767800e-01,9.490277515574854217e-01,9.843307532565602758e-01,9.482726071361148312e-01,9.395884462903529855e-01,1.200000000000000000e+01
4.139739229024943512e-01,8.130252100840336116e-01,3.900673704171089828e-02,4.424747517973296462e-01,4.232215538275106992e-01,1.046892876749946355e-01,6.191659893822973326e-02,1.343563772593334982e-01,4.124137772714105421e-01,9.483053748716192555e-01,9.804861348853132208e-01,9.479630263608352925e-01,9.361520027387880694e-01,1.200000000000000000e+01
3.960493827160493918e-01,1.176991150442477929e+00,1.763179879523369895e-02,5.008217551359696040e-01,5.095354018581663702e-01,7.155001941033833912e-02,5.716779526272651457e-02,-9.439547288827372651e-02,7.101700414200889933e-02,9.492340577128607348e-01,9.780014250089062999e-01,9.316886355539721887e-01,9.619700748129675905e-01,1.200000000000000000e+01
2.742337107962293241e-01,9.336043360433604610e-01,1.948723566052481398e-02,4.666943272680668109e-01,4.797533261054999776e-01,7.689122792912655990e-02,5.553638950603496244e-02,6.799359588922290754e-02,2.085749854119260671e-01,9.430331856015565783e-01,9.808669333045075822e-01,9.404388714733542542e-01,9.420603178034806513e-01,1.200000000000000000e+01
3.319406502758583954e-01,8.321167883211678662e-01,2.980243921206525079e-02,4.923375420415517234e-01,4.389110816183823816e-01,8.827855966883389749e-02,6.447064490203320564e-02,-2.205566371655718477e-02,3.970841126936685561e-01,9.446506374051960586e-01,9.795062126835565319e-01,9.420687429401323199e-01,9.411005325157334456e-01,1.200000000000000000e+01
3.970802919708029122e-01,6.781376518218623639e-01,5.332145243929605621e-02,5.043904958677686290e-01,4.163913989617081257e-01,1.326787723373021866e-01,5.935217860952089752e-02,-5.378428415622914238e-02,4.652246087582166956e-01,9.525401069518716346e-01,9.796122994652406435e-01,9.426804812834224112e-01,9.466911764705882026e-01,1.200000000000000000e+01
4.390905298289528580e-01,7.488038277511961383e-01,4.297277710296114328e-02,4.438183319014167294e-01,4.304841414000279420e-01,8.244614402269068165e-02,6.165752025290607841e-02,5.856663405485439122e-02,3.220797339950396410e-01,9.565320665083135721e-01,9.657957244655581697e-01,9.465558194774347234e-01,9.399049881235154169e-01,1.200000000000000000e+01
3.302763413057530628e-01,8.792048929663608403e-01,2.472589792060491537e-02,4.481432940148536437e-01,4.340119971771347895e-01,1.174467831398325612e-01,5.820872473528167917e-02,1.322967224852759915e-01,4.482122563266149329e-01,9.437308868501529391e-01,9.845871559633027070e-01,9.427522935779816260e-01,9.388379204892965957e-01,1.200000000000000000e+01
3.118060050789224769e-01,8.573943661971831220e-01,2.640311339171645677e-02,5.036242996228698088e-01,4.082351359074786745e-01,1.091639660521877830e-01,5.389138672129783342e-02,6.155308434421045971e-02,3.798996124450021439e-01,9.450654742893643823e-01,9.757266049185563395e-01,9.372404982433727438e-01,9.463430213989141304e-01,1.200000000000000000e+01
3.519936129244352618e-01,8.545751633986927720e-01,2.740111651780981206e-02,5.033199703228944388e-01,4.330746460789605123e-01,1.250251025586002207e-01,6.650467543911113555e-02,-7.143532327870989740e-02,4.282533400163789361e-01,9.424949966644429189e-01,9.850567044696464380e-01,9.418278852568379156e-01,9.398265510340226836e-01,1.200000000000000000e+01
5.999740124740124969e-01,7.954545454545454142e-01,5.521444515306122430e-02,5.408680987080085600e-01,4.594846936857592268e-01,9.821216034674166984e-02,5.129825346237974065e-02,-1.752796756521140531e-01,2.348573839486124692e-01,9.880596583936125388e-01,9.952498520090671263e-01,9.866302825543956656e-01,9.875254472213800261e-01,1.200000000000000000e+01
3.198979591836734748e-01,8.809523809523809312e-01,2.570399964222358155e-02,4.495204954535098052e-01,4.802558612910940439e-01,1.021609211822006175e-01,5.942992655330398694e-02,1.630620709949515690e-01,3.233547629911834309e-01,9.459185152965057242e-01,9.779614325068870517e-01,9.414238074525156375e-01,9.417137886037407757e-01,1.200000000000000000e+01
3.874617501092854077e-01,8.168934240362811794e-01,3.628253762013714662e-02,4.868993300468153484e-01,4.543775497438432565e-01,7.521104852760081283e-02,5.192272609025965630e-02,1.166576530209248869e-01,3.511796625044452669e-01,9.877886912662596774e-01,9.929784974780992979e-01,9.894080169896469767e-01,9.829041677727634596e-01,1.200000000000000000e+01
2.672196620583717208e-01,8.005540166204986319e-01,2.603536835047473227e-02,4.431701021369391924e-01,5.910324212462635396e-01,5.053453799329429841e-02,7.116637724366196849e-02,3.287935651150680760e-01,-4.752517770180945123e-01,9.566567026902735860e-01,9.749367670728903423e-01,9.399862037249943070e-01,9.553920441480799886e-01,1.200000000000000000e+01
3.451389461532118341e-01,9.349206349206349298e-01,2.412941274814727269e-02,5.257142194891032405e-01,4.668815187397163946e-01,1.158942826349352723e-01,5.470399276797836136e-02,-3.575770683090556679e-02,3.015076433006960710e-01,9.427786405447378115e-01,9.827977541512363802e-01,9.348942778640544349e-01,9.463624417632301444e-01,1.200000000000000000e+01
3.992264124879126852e-01,8.926174496644295742e-01,3.063344451353948797e-02,4.621983670726280691e-01,4.151365534173765970e-01,1.017159123879489285e-01,5.550658426121699018e-02,1.346918469237823046e-01,3.871201291740550832e-01,9.490196078431372140e-01,9.853517877739330633e-01,9.483275663206458539e-01,9.412918108419838781e-01,1.200000000000000000e+01
4.054054054054054279e-01,8.571428571428570953e-01,3.300781249999999722e-02,5.397705397705397923e-01,4.236491875089963277e-01,1.180078574703969235e-01,5.585754304905155010e-02,-1.970142665121165371e-01,3.730934041592945949e-01,9.454306377383300264e-01,9.848783694937540689e-01,9.412228796844182011e-01,9.424063116370808846e-01,1.200000000000000000e+01
2.920205515361224968e-01,8.735294117647058876e-01,2.367955650783933746e-02,5.362355913839703669e-01,4.205448721025867309e-01,1.001618873909392443e-01,6.142696564711745688e-02,-1.450072861191702145e-01,4.218086903256114684e-01,9.460203470975463436e-01,9.813285457809695078e-01,9.364452423698383932e-01,9.478156792339915704e-01,1.200000000000000000e+01
2.490238497256226369e-01,8.384615384615384803e-01,2.206838182345294622e-02,5.423567989450914784e-01,4.599919621183157781e-01,6.607342618416431335e-02,6.037883659946828574e-02,-1.816934736512384740e-01,2.299480235770121339e-01,9.484055514355334005e-01,9.780697107744464880e-01,9.415192287318572273e-01,9.468164000423773263e-01,1.200000000000000000e+01
4.141721717588769391e-01,8.701754385964912686e-01,3.261982960457856379e-02,4.568802848242100589e-01,4.489381088722021462e-01,1.090119311829311488e-01,6.309957587978709537e-02,1.397529072764984448e-01,3.266403324156860744e-01,9.497819314641744448e-01,9.851713395638629356e-01,9.444236760124610219e-01,9.451713395638629001e-01,1.200000000000000000e+01
4.230773809523809548e-01,7.939024390243902829e-01,4.192828709701015150e-02,5.111461279082309961e-01,4.620783446121811133e-01,9.099198756842045988e-02,6.357238330244702196e-02,-6.904167697059254705e-02,3.376325595641468946e-01,9.882521772162584650e-01,9.932608298042967521e-01,9.843831337844872742e-01,9.882662464651011947e-01,1.200000000000000000e+01
4.203767123287671104e-01,7.830578512396694224e-01,4.101892913583168876e-02,5.119583050463906160e-01,4.727282872527411306e-01,1.122678361396329816e-01,5.941457096224089102e-02,6.844453644885892252e-02,2.918742369179656571e-01,9.477257298031228627e-01,9.816700610997963761e-01,9.461982348947726162e-01,9.414460285132383310e-01,1.200000000000000000e+01
3.574448807006946338e-01,8.568904593639575795e-01,3.018811775959187940e-02,5.048115288926442457e-01,4.794614623511962437e-01,1.232098155371044307e-01,5.676150366554628263e-02,5.239707218282469055e-03,3.423198138057411133e-01,9.467680608365018902e-01,9.788762146176595014e-01,9.474721870159132919e-01,9.350795662582734868e-01,1.200000000000000000e+01
2.802953466672075677e-01,8.312101910828025852e-01,2.535561721055181253e-02,5.307957035639842003e-01,4.479258568856461786e-01,8.258965270273706250e-02,5.523434744050159662e-02,-7.572142944624478400e-02,3.617829109719395420e-01,9.438413663337675841e-01,9.772760167896945571e-01,9.394992039368939007e-01,9.442755825734548969e-01,1.200000000000000000e+01
3.647344339330984009e-01,9.547848990342405751e-01,2.493898797727572836e-02,4.938516892338400410e-01,4.493884188937367075e-01,1.130322130376616163e-01,5.799355409019115587e-02,-6.489324572438533167e-02,3.270262406323978244e-01,9.867431787551811384e-01,9.947616908380446654e-01,9.857429838019274859e-01,9.864465107605719929e-01,1.200000000000000000e+01
3.091981473440439943e-01,8.746268656716418288e-01,2.488380761569732730e-02,4.604275882383380702e-01,4.414495225526934852e-01,1.214410588480148850e-01,6.670962769949095872e-02,9.826342537748504469e-02,4.524545644638364172e-01,9.461673493270919000e-01,9.812755997659450280e-01,9.451141018139262995e-01,9.387946167349326965e-01,1.200000000000000000e+01
3.797528356187573895e-01,9.941860465116278966e-01,2.397318833145241357e-02,4.889946180780703200e-01,4.721407566206297646e-01,8.785291577673814967e-02,6.479406680938198937e-02,-3.334989126846614818e-03,1.273702224769667490e-01,9.563124108416547475e-01,9.793152639087018274e-01,9.382132667617688604e-01,9.638908701854493888e-01,1.200000000000000000e+01
2.703374373005015818e-01,1.019906323185011621e+00,1.562926338017586736e-02,5.504392459757850853e-01,5.070799577315956430e-01,5.885100825522258938e-02,7.332205019676681090e-02,2.728178169064905678e-02,-7.582937883789683808e-02,9.503247027072615483e-01,9.750358438053470245e-01,9.381799780720249116e-01,9.475415366450198329e-01,1.200000000000000000e+01
3.112315270935960831e-01,7.894736842105263275e-01,3.119999999999999857e-02,4.705851761407316980e-01,4.075678684874087243e-01,1.307099081648492034e-01,6.012922808417175274e-02,1.282009589486121093e-01,5.862911698097499347e-01,9.490345045900601129e-01,9.773662551440329693e-01,9.415954415954416179e-01,9.409623298512187484e-01,1.200000000000000000e+01
4.149789621318373256e-01,7.666666666666667185e-01,4.315736656631426887e-02,4.452792260081936959e-01,4.586087646691989761e-01,1.242402691323731823e-01,6.197779570777530583e-02,2.879272159169560252e-01,3.723217432945657990e-01,9.540354197647694656e-01,9.839123969176692963e-01,9.480870623225632343e-01,9.479518723806948932e-01,1.200000000000000000e+01
3.289272356341380599e-01,9.158576051779935279e-01,2.415749978149308794e-02,5.057082918449715692e-01,4.601459315366132063e-01,1.295052911300447473e-01,5.550789030444831795e-02,-4.668727971229622020e-02,4.257807309191543599e-01,9.423698152216049007e-01,9.803592195374078999e-01,9.386225610543997844e-01,9.417237369169143557e-01,1.200000000000000000e+01
2.953846153846154121e-01,6.516666666666666163e-01,4.269987768264205813e-02,5.150299302413273717e-01,4.620918036332180012e-01,1.280364159231271726e-01,6.735766829710818082e-02,5.664305101589850455e-02,4.327646063054554904e-01,9.500612745098039325e-01,9.784007352941176405e-01,9.394914215686274161e-01,9.388786764705882026e-01,1.200000000000000000e+01
4.495400432900432675e-01,7.786885245901639108e-01,4.602493074792243788e-02,4.980103499419629154e-01,4.591107433042431185e-01,1.215423541546104685e-01,5.983831829812896047e-02,5.162422549705324160e-02,2.071343324631488014e-01,9.471862774601264023e-01,9.829972916039723119e-01,9.387601564851038027e-01,9.473367439061088913e-01,1.200000000000000000e+01
3.248543254146122883e-01,1.161375661375661394e+00,1.504247072192444086e-02,5.224766449860065443e-01,5.319412990986397416e-01,6.854384673861270427e-02,6.821494756821006034e-02,-1.954199452471769571e-01,-1.500715216998493584e-01,9.473094170403587588e-01,9.761124525698516852e-01,9.354087616419455298e-01,9.505864091065884258e-01,1.200000000000000000e+01
3.248656736720397231e-01,9.402332361516034798e-01,2.296256234601285959e-02,5.601496069718725490e-01,5.944494031120061139e-01,6.258259605079810606e-02,5.812384732483826671e-02,-4.482274985933038525e-01,-3.570955415587001580e-01,9.536271328378519430e-01,9.751910394640427304e-01,9.399141630901287625e-01,9.521616246205381051e-01,1.200000000000000000e+01
3.264414579651181980e-01,1.020114942528735691e+00,1.941876611783376408e-02,4.872985601282604495e-01,5.192343794375459121e-01,1.094976490138044045e-01,5.621083808976894830e-02,-6.313718563704856512e-02,-7.919023158922471398e-03,9.433037082439472698e-01,9.830421902135049184e-01,9.461640617019102528e-01,9.373786903667381543e-01,1.200000000000000000e+01
3.071126568466994167e-01,9.068767908309455228e-01,2.247878030093164448e-02,4.767182656200418256e-01,4.348487501174300163e-01,1.366418956638987825e-01,6.319689668734937427e-02,5.952155601154660025e-02,4.677177880595949078e-01,9.429332741201288393e-01,9.830132119462640095e-01,9.420450760519596400e-01,9.399356056400577364e-01,1.200000000000000000e+01
